sensor,index,new_label
u501,250,0
u501,255,0
u501,260,0
u501,265,0
u501,270,0
u501,275,0
u501,280,0
u501,285,0
u501,290,0
u501,295,0
u501,300,0
u501,305,0
u501,310,0
u501,315,0
u501,320,0
u501,325,0
u501,330,0
u501,335,0
u501,340,0
u501,345,0
u501,350,0
u501,355,0
u501,360,0
u501,365,0
u501,370,0
u501,375,0
u501,380,0
u501,385,0
u501,390,0
u501,395,0
u501,400,0
u501,405,0
u501,410,0
u501,415,0
u501,420,0
u501,425,0
u501,430,0
u501,435,0
u501,440,0
u501,445,0
u501,450,0
u501,455,0
u501,460,0
u501,465,0
u501,470,0
u501,475,0
u501,480,0
u501,485,0
u501,490,0
u501,495,0
u501,500,0
u501,505,0
u501,510,0
u501,515,0
u501,520,0
u501,525,0
u501,530,0
u501,535,0
u501,540,0
u501,545,0
u501,550,0
u501,555,0
u501,560,0
u501,565,0
u501,570,0
u501,575,0
u501,580,0
u501,585,0
u501,590,0
u501,595,0
u501,600,0
u501,605,0
u501,610,0
u501,615,0
u501,620,0
u501,625,0
u501,630,0
u501,635,0
u501,640,0
u501,645,0
u501,650,0
u501,655,0
u501,660,0
u501,665,0
u501,670,0
u501,675,0
u501,680,0
u501,685,0
u501,690,0
u501,695,0
u501,700,0
u501,705,0
u501,710,0
u501,715,0
u501,720,0
u501,725,0
u501,730,0
u501,735,0
u501,740,0
u501,745,0
u501,750,0
u501,755,0
u501,760,0
u501,765,0
u501,770,0
u501,775,0
u501,780,0
u501,785,0
u501,790,0
u501,795,0
u501,800,0
u501,805,0
u501,810,0
u501,815,0
u501,820,0
u501,825,0
u501,830,0
u501,835,0
u501,840,0
u501,845,0
u501,850,0
u501,855,0
u501,860,0
u501,865,0
u501,870,0
u601,5,1
u601,10,0
u601,15,0
u601,20,0
u601,25,0
u601,30,0
u601,35,0
u601,40,0
u601,45,0
u601,50,0
u601,55,0
u601,60,0
u601,65,0
u601,70,0
u601,75,0
u601,80,0
u601,85,0
u601,90,1
u601,95,0
u601,100,0
u601,105,0
u601,110,0
u601,115,0
u601,120,0
u601,125,0
u601,130,0
u601,135,0
u601,140,0
u601,145,0
u601,150,0
u601,155,0
u601,160,0
u601,165,0
u601,170,0
u601,175,0
u601,180,0
u601,185,0
u601,190,1
u601,195,0
u601,200,0
u601,205,0
u601,210,0
u601,215,0
u601,220,0
u601,225,0
u601,230,0
u601,235,0
u601,240,0
u601,245,0
u601,250,0
u601,255,0
u601,260,0
u601,265,0
u601,270,0
u601,275,0
u601,280,0
u601,285,0
u601,290,0
u601,295,0
u601,300,0
u601,305,0
u601,310,0
u601,315,0
u601,320,0
u601,325,0
u601,330,0
u601,335,0
u601,340,0
u601,345,0
u601,350,0
u601,355,0
u601,360,0
u601,365,0
u601,370,1
u601,375,0
u601,380,0
u601,385,0
u601,390,0
u601,395,0
u601,400,0
u601,405,0
u601,410,0
u601,415,0
u601,420,0
u601,425,0
u601,430,0
u601,435,0
u601,440,0
u601,445,0
u601,450,0
u601,455,0
u601,460,0
u601,465,0
u601,470,0
u601,475,0
u601,480,0
u601,485,0
u601,490,0
u601,495,0
u601,500,0
u601,505,0
u601,510,0
u601,515,0
u601,520,0
u601,525,0
u601,530,0
u601,535,0
u601,540,0
u601,545,0
u601,550,0
u601,555,0
u601,560,0
u601,565,0
u601,570,0
u601,575,0
u601,580,0
u601,585,0
u601,590,0
u601,595,0
u601,600,0
u601,605,0
u601,610,0
u601,615,0
u601,620,0
u601,625,0
u601,630,0
u601,635,0
u601,640,0
u601,645,0
u601,650,0
u601,655,0
u601,660,0
u601,665,0
u601,670,0
u601,675,0
u601,680,0
u601,685,0
u601,690,0
u601,695,0
u601,700,0
u601,705,0
u601,710,0
u601,715,0
u601,720,0
u601,725,0
u601,730,0
u601,735,0
u601,740,0
u601,745,0
u601,750,0
u601,755,0
u601,760,0
u601,765,0
u601,770,0
u601,775,0
u601,780,0
u601,785,0
u601,790,0
u601,795,0
u601,800,0
u601,805,0
u601,810,0
u601,815,0
u601,820,1
u601,825,0
u601,830,0
u601,835,0
u601,840,0
u601,845,0
u601,850,0
u601,855,0
u601,860,0
u601,865,0
u601,870,0
u110,5,0
u110,10,0
u110,15,0
u110,20,0
u110,25,0
u110,30,0
u110,35,0
u110,40,0
u110,45,0
u110,50,0
u110,55,0
u110,60,0
u110,65,0
u110,70,0
u110,75,0
u110,80,0
u110,85,0
u110,90,0
u110,95,0
u110,100,0
u110,105,0
u110,110,0
u110,115,0
u110,120,0
u110,125,0
u110,130,0
u110,135,0
u110,140,0
u110,145,0
u110,150,0
u110,155,0
u110,160,0
u110,165,0
u110,170,0
u110,175,0
u110,180,0
u110,185,0
u110,190,0
u110,195,0
u110,200,0
u110,205,0
u110,210,0
u110,215,0
u110,220,0
u110,225,0
u110,230,0
u110,235,0
u110,240,0
u110,245,0
u110,250,0
u110,255,0
u110,260,0
u110,265,0
u110,270,0
u110,275,0
u110,280,0
u110,285,0
u110,290,0
u110,295,0
u110,300,0
u110,305,0
u110,310,0
u110,315,0
u110,320,0
u110,325,0
u110,330,0
u110,335,0
u110,340,0
u110,345,0
u110,350,0
u110,355,0
u110,360,0
u110,365,0
u110,370,0
u110,375,0
u110,380,0
u110,385,0
u110,390,0
u110,395,0
u110,400,0
u110,405,0
u110,410,0
u110,415,0
u110,420,0
u110,425,0
u110,430,0
u110,435,0
u110,440,0
u110,445,0
u110,450,0
u110,455,0
u110,460,0
u110,465,0
u110,470,0
u110,475,0
u110,480,0
u110,485,0
u110,490,0
u110,495,0
u110,500,0
u110,505,0
u110,510,0
u110,515,0
u110,520,0
u110,525,0
u110,530,0
u110,535,0
u110,540,0
u110,545,0
u110,550,0
u110,555,0
u110,560,0
u110,565,0
u110,570,0
u110,575,0
u110,580,0
u110,585,0
u110,590,0
u110,595,0
u110,600,0
u110,605,0
u110,610,0
u110,615,0
u110,620,0
u110,625,0
u110,630,0
u110,635,0
u110,640,0
u110,645,0
u110,650,0
u110,655,0
u110,660,0
u110,665,0
u110,670,0
u110,675,0
u110,680,0
u110,685,0
u110,690,0
u110,695,0
u110,700,0
u110,705,0
u110,710,0
u110,715,0
u110,720,0
u110,725,0
u110,730,0
u110,735,0
u110,740,0
u110,745,0
u110,750,0
u110,755,0
u110,760,0
u110,765,0
u110,770,0
u110,775,0
u110,780,0
u110,785,0
u110,790,0
u110,795,0
u110,800,0
u110,805,0
u110,810,0
u110,815,0
u110,820,0
u110,825,0
u110,830,0
u110,835,0
u110,840,0
u110,845,0
u110,850,0
u110,855,0
u110,860,0
u110,865,0
u110,870,0
u210,5,0
u210,10,0
u210,15,0
u210,20,0
u210,25,0
u210,30,0
u210,35,0
u210,40,0
u210,45,0
u210,50,0
u210,55,0
u210,60,0
u210,65,0
u210,70,0
u210,75,0
u210,80,0
u210,85,0
u210,90,0
u210,95,0
u210,100,0
u210,105,0
u210,110,0
u210,115,0
u210,120,0
u210,125,0
u210,130,0
u210,135,0
u210,140,0
u210,145,0
u210,150,0
u210,155,0
u210,160,0
u210,165,0
u210,170,0
u210,175,0
u210,180,0
u210,185,0
u210,190,0
u210,195,0
u210,200,0
u210,205,0
u210,210,0
u210,215,0
u210,220,0
u210,225,0
u210,230,0
u210,235,0
u210,240,0
u210,245,0
u210,250,0
u210,255,0
u210,260,0
u210,265,0
u210,270,0
u210,275,0
u210,280,0
u210,285,0
u210,290,0
u210,295,0
u210,300,0
u210,305,0
u210,310,0
u210,315,0
u210,320,0
u210,325,0
u210,330,0
u210,335,0
u210,340,0
u210,345,0
u210,350,0
u210,355,0
u210,360,0
u210,365,0
u210,370,0
u210,375,0
u210,380,0
u210,385,0
u210,390,0
u210,395,0
u210,400,0
u210,405,0
u210,410,0
u210,415,0
u210,420,0
u210,425,0
u210,430,0
u210,435,0
u210,440,0
u210,445,0
u210,450,0
u210,455,0
u210,460,0
u210,465,0
u210,470,0
u210,475,0
u210,480,0
u210,485,0
u210,490,0
u210,495,0
u210,500,0
u210,505,0
u210,510,0
u210,515,0
u210,520,0
u210,525,0
u210,530,0
u210,535,0
u210,540,0
u210,545,0
u210,550,0
u210,555,0
u210,560,0
u210,565,0
u210,570,0
u210,575,0
u210,580,0
u210,585,0
u210,590,0
u210,595,0
u210,600,0
u210,605,0
u210,610,0
u210,615,0
u210,620,0
u210,625,0
u210,630,0
u210,635,0
u210,640,0
u210,645,0
u210,650,0
u210,655,0
u210,660,0
u210,665,0
u210,670,0
u210,675,0
u210,680,0
u210,685,0
u210,690,0
u210,695,0
u210,700,0
u210,705,0
u210,710,0
u210,715,0
u210,720,0
u210,725,0
u210,730,0
u210,735,0
u210,740,0
u210,745,0
u210,750,0
u210,755,0
u210,760,0
u210,765,0
u210,770,0
u210,775,0
u210,780,0
u210,785,0
u210,790,0
u210,795,0
u210,800,0
u210,805,0
u210,810,0
u210,815,0
u210,820,0
u210,825,0
u210,830,0
u210,835,0
u210,840,0
u210,845,0
u210,850,0
u210,855,0
u210,860,0
u210,865,0
u210,870,0
u310,5,0
u310,10,0
u310,15,0
u310,20,0
u310,25,0
u310,30,0
u310,35,0
u310,40,0
u310,45,0
u310,50,0
u310,55,0
u310,60,0
u310,65,0
u310,70,0
u310,75,0
u310,80,0
u310,85,0
u310,90,0
u310,95,0
u310,100,0
u310,105,0
u310,110,0
u310,115,0
u310,120,0
u310,125,0
u310,130,0
u310,135,0
u310,140,0
u310,145,0
u310,150,0
u310,155,0
u310,160,0
u310,165,0
u310,170,0
u310,175,0
u310,180,0
u310,185,0
u310,190,0
u310,195,0
u310,200,0
u310,205,0
u310,210,0
u310,215,0
u310,220,0
u310,225,0
u310,230,0
u310,235,0
u310,240,0
u310,245,0
u310,250,0
u310,255,0
u310,260,0
u310,265,0
u310,270,0
u310,275,0
u310,280,0
u310,285,0
u310,290,0
u310,295,0
u310,300,0
u310,305,0
u310,310,0
u310,315,0
u310,320,0
u310,325,0
u310,330,0
u310,335,0
u310,340,0
u310,345,0
u310,350,0
u310,355,0
u310,360,0
u310,365,0
u310,370,0
u310,375,0
u310,380,0
u310,385,0
u310,390,0
u310,395,0
u310,400,0
u310,405,0
u310,410,0
u310,415,0
u310,420,0
u310,425,0
u310,430,0
u310,435,0
u310,440,0
u310,445,0
u310,450,0
u310,455,0
u310,460,0
u310,465,0
u310,470,0
u310,475,0
u310,480,0
u310,485,0
u310,490,0
u310,495,0
u310,500,0
u310,505,0
u310,510,0
u310,515,0
u310,520,0
u310,525,0
u310,530,0
u310,535,0
u310,540,0
u310,545,0
u310,550,0
u310,555,0
u310,560,0
u310,565,0
u310,570,0
u310,575,0
u310,580,0
u310,585,0
u310,590,0
u310,595,0
u310,600,0
u310,605,0
u310,610,0
u310,615,0
u310,620,0
u310,625,0
u310,630,0
u310,635,0
u310,640,0
u310,645,0
u310,650,0
u310,655,0
u310,660,0
u310,665,0
u310,670,0
u310,675,0
u310,680,0
u310,685,0
u310,690,0
u310,695,0
u310,700,0
u310,705,0
u310,710,0
u310,715,0
u310,720,0
u310,725,0
u310,730,0
u310,735,0
u310,740,0
u310,745,0
u310,750,0
u310,755,0
u310,760,0
u310,765,0
u310,770,0
u310,775,0
u310,780,0
u310,785,0
u310,790,0
u310,795,0
u310,800,0
u310,805,0
u310,810,0
u310,815,0
u310,820,0
u310,825,0
u310,830,0
u310,835,0
u310,840,0
u310,845,0
u310,850,0
u310,855,0
u310,860,0
u310,865,0
u310,870,0
u510,5,1
u510,10,0
u510,15,1
u510,20,0
u510,25,0
u510,30,1
u510,35,0
u510,40,0
u510,45,1
u510,50,0
u510,55,0
u510,60,1
u510,65,0
u510,70,1
u510,75,0
u510,80,0
u510,85,0
u510,90,0
u510,95,0
u510,100,0
u510,105,0
u510,110,0
u510,115,1
u510,120,0
u510,125,0
u510,130,0
u510,135,0
u510,140,0
u510,145,0
u510,150,0
u510,155,0
u510,160,0
u510,165,0
u510,170,0
u510,175,0
u510,180,0
u510,185,0
u510,190,0
u510,195,1
u510,200,0
u510,205,0
u510,210,0
u510,215,0
u510,220,0
u510,225,0
u510,230,0
u510,235,0
u510,240,0
u510,245,0
u510,250,0
u510,255,0
u510,260,0
u510,265,0
u510,270,0
u510,275,0
u510,280,0
u510,285,1
u510,290,0
u510,295,0
u510,300,0
u510,305,0
u510,310,0
u510,315,0
u510,320,1
u510,325,0
u510,330,1
u510,335,0
u510,340,1
u510,345,0
u510,350,0
u510,355,1
u510,360,0
u510,365,0
u510,370,0
u510,375,1
u510,380,0
u510,385,1
u510,390,1
u510,395,0
u510,400,0
u510,405,1
u510,410,0
u510,415,0
u510,420,0
u510,425,0
u510,430,0
u510,435,0
u510,440,1
u510,445,0
u510,450,0
u510,455,0
u510,460,0
u510,465,1
u510,470,1
u510,475,0
u510,480,0
u510,485,0
u510,490,1
u510,495,0
u510,500,0
u510,505,0
u510,510,0
u510,515,0
u510,520,0
u510,525,0
u510,530,1
u510,535,0
u510,540,0
u510,545,1
u510,550,1
u510,555,1
u510,560,0
u510,565,0
u510,570,0
u510,575,0
u510,580,0
u510,585,1
u510,590,0
u510,595,0
u510,600,1
u510,605,0
u510,610,0
u510,615,0
u510,620,0
u510,625,0
u510,630,0
u510,635,1
u510,640,0
u510,645,0
u510,650,0
u510,655,0
u510,660,0
u510,665,1
u510,670,0
u510,675,0
u510,680,0
u510,685,0
u510,690,0
u510,695,0
u510,700,0
u510,705,0
u510,710,0
u510,715,1
u510,720,0
u510,725,0
u510,730,1
u510,735,1
u510,740,0
u510,745,0
u510,750,0
u510,755,1
u510,760,0
u510,765,1
u510,770,0
u510,775,0
u510,780,0
u510,785,0
u510,790,0
u510,795,0
u510,800,0
u510,805,0
u510,810,0
u510,815,1
u510,820,0
u510,825,1
u510,830,0
u510,835,1
u510,840,0
u510,845,0
u510,850,1
u510,855,0
u510,860,0
u510,865,1
u510,870,0
u610,5,0
u610,10,0
u610,15,0
u610,20,0
u610,25,0
u610,30,0
u610,35,0
u610,40,0
u610,45,0
u610,50,0
u610,55,0
u610,60,0
u610,65,0
u610,70,0
u610,75,0
u610,80,0
u610,85,0
u610,90,0
u610,95,0
u610,100,0
u610,105,0
u610,110,0
u610,115,0
u610,120,0
u610,125,0
u610,130,0
u610,135,0
u610,140,0
u610,145,0
u610,150,0
u610,155,0
u610,160,0
u610,165,0
u610,170,0
u610,175,0
u610,180,0
u610,185,0
u610,190,0
u610,195,0
u610,200,0
u610,205,0
u610,210,0
u610,215,0
u610,220,0
u610,225,0
u610,230,0
u610,235,0
u610,240,0
u610,245,0
u610,250,0
u610,255,0
u610,260,0
u610,265,0
u610,270,0
u610,275,0
u610,280,0
u610,285,0
u610,290,0
u610,295,0
u610,300,0
u610,305,0
u610,310,0
u610,315,0
u610,320,0
u610,325,0
u610,330,0
u610,335,0
u610,340,0
u610,345,0
u610,350,0
u610,355,0
u610,360,0
u610,365,0
u610,370,0
u610,375,0
u610,380,0
u610,385,0
u610,390,0
u610,395,0
u610,400,0
u610,405,0
u610,410,0
u610,415,0
u610,420,0
u610,425,0
u610,430,0
u610,435,0
u610,440,0
u610,445,0
u610,450,0
u610,455,0
u610,460,0
u610,465,0
u610,470,0
u610,475,0
u610,480,0
u610,485,0
u610,490,0
u610,495,0
u610,500,0
u610,505,0
u610,510,0
u610,515,0
u610,520,0
u610,525,0
u610,530,0
u610,535,0
u610,540,0
u610,545,0
u610,550,0
u610,555,0
u610,560,0
u610,565,0
u610,570,0
u610,575,0
u610,580,0
u610,585,0
u610,590,0
u610,595,0
u610,600,0
u610,605,0
u610,610,0
u610,615,0
u610,620,0
u610,625,0
u610,630,0
u610,635,0
u610,640,0
u610,645,0
u610,650,0
u610,655,0
u610,660,0
u610,665,0
u610,670,0
u610,675,0
u610,680,0
u610,685,0
u610,690,0
u610,695,0
u610,700,0
u610,705,0
u610,710,0
u610,715,0
u610,720,0
u610,725,0
u610,730,0
u610,735,0
u610,740,0
u610,745,0
u610,750,0
u610,755,0
u610,760,0
u610,765,0
u610,770,0
u610,775,0
u610,780,0
u610,785,0
u610,790,0
u610,795,0
u610,800,0
u610,805,0
u610,810,0
u610,815,0
u610,820,0
u610,825,0
u610,830,0
u610,835,0
u610,840,0
u610,845,0
u610,850,0
u610,855,0
u610,860,0
u610,865,0
u610,870,0
u710,5,0
u710,10,0
u710,15,0
u710,20,0
u710,25,0
u710,30,0
u710,35,0
u710,40,0
u710,45,0
u710,50,0
u710,55,0
u710,60,0
u710,65,0
u710,70,0
u710,75,0
u710,80,0
u710,85,0
u710,90,0
u710,95,0
u710,100,0
u710,105,0
u710,110,0
u710,115,0
u710,120,0
u710,125,0
u710,130,0
u710,135,0
u710,140,0
u710,145,0
u710,150,0
u710,155,0
u710,160,0
u710,165,0
u710,170,0
u710,175,0
u710,180,0
u710,185,0
u710,190,0
u710,195,0
u710,200,0
u710,205,0
u710,210,0
u710,215,0
u710,220,0
u710,225,0
u710,230,0
u710,235,0
u710,240,0
u710,245,0
u710,250,0
u710,255,0
u710,260,0
u710,265,0
u710,270,0
u710,275,0
u710,280,0
u710,285,0
u710,290,0
u710,295,0
u710,300,0
u710,305,0
u710,310,0
u710,315,0
u710,320,0
u710,325,0
u710,330,0
u710,335,0
u710,340,0
u710,345,0
u710,350,0
u710,355,0
u710,360,0
u710,365,0
u710,370,0
u710,375,0
u710,380,0
u710,385,0
u710,390,0
u710,395,0
u710,400,0
u710,405,0
u710,410,0
u710,415,0
u710,420,0
u710,425,0
u710,430,0
u710,435,0
u710,440,0
u710,445,0
u710,450,0
u710,455,0
u710,460,0
u710,465,0
u710,470,0
u710,475,0
u710,480,0
u710,485,0
u710,490,0
u710,495,0
u710,500,0
u710,505,0
u710,510,0
u710,515,0
u710,520,0
u710,525,0
u710,530,0
u710,535,0
u710,540,0
u710,545,0
u710,550,0
u710,555,0
u710,560,0
u710,565,0
u710,570,0
u710,575,0
u710,580,0
u710,585,0
u710,590,0
u710,595,0
u710,600,0
u710,605,0
u710,610,0
u710,615,0
u710,620,0
u710,625,0
u710,630,0
u710,635,0
u710,640,0
u710,645,0
u710,650,0
u710,655,0
u710,660,0
u710,665,0
u710,670,0
u710,675,0
u710,680,0
u710,685,0
u710,690,0
u710,695,0
u710,700,0
u710,705,0
u710,710,0
u710,715,0
u710,720,0
u710,725,0
u710,730,0
u710,735,0
u710,740,0
u710,745,0
u710,750,0
u710,755,0
u710,760,0
u710,765,0
u710,770,0
u710,775,0
u710,780,0
u710,785,0
u710,790,0
u710,795,0
u710,800,0
u710,805,0
u710,810,0
u710,815,0
u710,820,0
u710,825,0
u710,830,0
u710,835,0
u710,840,0
u710,845,0
u710,850,0
u710,855,0
u710,860,0
u710,865,0
u710,870,0
u111,5,0
u111,10,0
u111,15,0
u111,20,0
u111,25,0
u111,30,0
u111,35,0
u111,40,0
u111,45,0
u111,50,0
u111,55,0
u111,60,0
u111,65,0
u111,70,0
u111,75,0
u111,80,0
u111,85,0
u111,90,0
u111,95,0
u111,100,0
u111,105,0
u111,110,0
u111,115,0
u111,120,0
u111,125,0
u111,130,0
u111,135,0
u111,140,0
u111,145,0
u111,150,0
u111,155,0
u111,160,0
u111,165,0
u111,170,0
u111,175,0
u111,180,0
u111,185,0
u111,190,0
u111,195,0
u111,200,0
u111,205,0
u111,210,0
u111,215,0
u111,220,0
u111,225,0
u111,230,0
u111,235,0
u111,240,0
u111,245,0
u111,250,0
u111,255,0
u111,260,0
u111,265,1
u111,270,0
u111,275,0
u111,280,0
u111,285,0
u111,290,0
u111,295,0
u111,300,0
u111,305,0
u111,310,0
u111,315,0
u111,320,0
u111,325,0
u111,330,0
u111,335,0
u111,340,0
u111,345,0
u111,350,0
u111,355,0
u111,360,0
u111,365,0
u111,370,1
u111,375,0
u111,380,0
u111,385,0
u111,390,0
u111,395,0
u111,400,0
u111,405,0
u111,410,0
u111,415,0
